number;EN;ES;ftu8;utf8;tag;unicode;native
905;woman mountain biking;Mujer ciclismo de montaña;<ed><a0><bd><ed><ba><b5><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><9a><b5><e2><80><8d><e2><99><80><ef><b8><8f>;bicycle bike biking cyclist mountain woman;U+1F6B5 U+200D U+2640 U+FE0F;🚵 ‍ ♀ ️
906;woman mountain biking: light skin tone;Mujer ciclismo de montaña: tono de piel clara;<ed><a0><bd><ed><ba><b5><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><9a><b5><f0><9f><8f><bb><e2><80><8d><e2><99><80><ef><b8><8f>;bicycle bike biking cyclist light skin tone mountain woman;U+1F6B5 U+1F3FB U+200D U+2640 U+FE0F;🚵 🏻 ‍ ♀ ️
907;woman mountain biking: medium-light skin tone;Mujer ciclismo de montaña: tono de piel de tono medio;<ed><a0><bd><ed><ba><b5><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><9a><b5><f0><9f><8f><bc><e2><80><8d><e2><99><80><ef><b8><8f>;bicycle bike biking cyclist medium-light_skin_tone medium-light skin tone mountain woman;U+1F6B5 U+1F3FC U+200D U+2640 U+FE0F;🚵 🏼 ‍ ♀ ️
908;woman mountain biking: medium skin tone;Mujer ciclismo de montaña: tono de piel medio;<ed><a0><bd><ed><ba><b5><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><9a><b5><f0><9f><8f><bd><e2><80><8d><e2><99><80><ef><b8><8f>;bicycle bike biking cyclist medium skin tone mountain woman;U+1F6B5 U+1F3FD U+200D U+2640 U+FE0F;🚵 🏽 ‍ ♀ ️
909;woman mountain biking: medium-dark skin tone;Mujer ciclismo de montaña: tono de piel medio-oscuro;<ed><a0><bd><ed><ba><b5><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><9a><b5><f0><9f><8f><be><e2><80><8d><e2><99><80><ef><b8><8f>;bicycle bike biking cyclist medium-dark_skin_tone medium-dark skin tone mountain woman;U+1F6B5 U+1F3FE U+200D U+2640 U+FE0F;🚵 🏾 ‍ ♀ ️
91;cat face with wry smile;Cara de gato con sonrisa irónica;<ed><a0><bd><ed><b8><bc>;<f0><9f><98><bc>;cat face ironic smile wry;U+1F63C;😼
910;woman mountain biking: dark skin tone;Mujer ciclismo de montaña: tono de piel oscura;<ed><a0><bd><ed><ba><b5><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><9a><b5><f0><9f><8f><bf><e2><80><8d><e2><99><80><ef><b8><8f>;bicycle bike biking cyclist dark skin tone mountain woman;U+1F6B5 U+1F3FF U+200D U+2640 U+FE0F;🚵 🏿 ‍ ♀ ️
911;racing car;coche de carreras;<ed><a0><bc><ed><bf><8e>;<f0><9f><8f><8e>;car racing;U+1F3CE;🏎
912;motorcycle;motocicleta;<ed><a0><bc><ed><bf><8d>;<f0><9f><8f><8d>;racing;U+1F3CD;🏍
913;person cartwheeling;Carro de persona;<ed><a0><be><ed><b4><b8>;<f0><9f><a4><b8>;cartwheel gymnastics;U+1F938;🤸
914;person cartwheeling: light skin tone;Persona cartwheeling: tono de piel claro;<ed><a0><be><ed><b4><b8><ed><a0><bc><ed><bf><bb>;<f0><9f><a4><b8><f0><9f><8f><bb>;cartwheel gymnastics light skin tone;U+1F938 U+1F3FB;🤸 🏻
915;person cartwheeling: medium-light skin tone;Persona cartwheeling: tono de piel de tono medio;<ed><a0><be><ed><b4><b8><ed><a0><bc><ed><bf><bc>;<f0><9f><a4><b8><f0><9f><8f><bc>;cartwheel gymnastics medium-light_skin_tone medium-light skin tone;U+1F938 U+1F3FC;🤸 🏼
916;person cartwheeling: medium skin tone;Persona cartwheeling: tono de piel medio;<ed><a0><be><ed><b4><b8><ed><a0><bc><ed><bf><bd>;<f0><9f><a4><b8><f0><9f><8f><bd>;cartwheel gymnastics medium skin tone;U+1F938 U+1F3FD;🤸 🏽
917;person cartwheeling: medium-dark skin tone;Persona cartwheeling: tono de piel medio-oscuro;<ed><a0><be><ed><b4><b8><ed><a0><bc><ed><bf><be>;<f0><9f><a4><b8><f0><9f><8f><be>;cartwheel gymnastics medium-dark_skin_tone medium-dark skin tone;U+1F938 U+1F3FE;🤸 🏾
918;person cartwheeling: dark skin tone;Persona cartwheeling: tono de piel oscuro;<ed><a0><be><ed><b4><b8><ed><a0><bc><ed><bf><bf>;<f0><9f><a4><b8><f0><9f><8f><bf>;cartwheel dark skin tone gymnastics;U+1F938 U+1F3FF;🤸 🏿
919;man cartwheeling;Hombre carritos;<ed><a0><be><ed><b4><b8><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><b8><e2><80><8d><e2><99><82><ef><b8><8f>;cartwheel gymnastics man;U+1F938 U+200D U+2642 U+FE0F;🤸 ‍ ♂ ️
92;kissing cat face with closed eyes;Besando la cara del gato con los ojos cerrados;<ed><a0><bd><ed><b8><bd>;<f0><9f><98><bd>;cat eye face kiss;U+1F63D;😽
920;man cartwheeling: light skin tone;Hombre cartwheeling: tono de piel claro;<ed><a0><be><ed><b4><b8><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><b8><f0><9f><8f><bb><e2><80><8d><e2><99><82><ef><b8><8f>;cartwheel gymnastics light skin tone man;U+1F938 U+1F3FB U+200D U+2642 U+FE0F;🤸 🏻 ‍ ♂ ️
921;man cartwheeling: medium-light skin tone;Hombre cartwheeling: tono de piel de tono medio;<ed><a0><be><ed><b4><b8><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><b8><f0><9f><8f><bc><e2><80><8d><e2><99><82><ef><b8><8f>;cartwheel gymnastics man medium-light_skin_tone medium-light skin tone;U+1F938 U+1F3FC U+200D U+2642 U+FE0F;🤸 🏼 ‍ ♂ ️
922;man cartwheeling: medium skin tone;Hombre cartwheeling: tono de piel medio;<ed><a0><be><ed><b4><b8><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><b8><f0><9f><8f><bd><e2><80><8d><e2><99><82><ef><b8><8f>;cartwheel gymnastics man medium skin tone;U+1F938 U+1F3FD U+200D U+2642 U+FE0F;🤸 🏽 ‍ ♂ ️
923;man cartwheeling: medium-dark skin tone;Hombre cartwheeling: tono de piel medio-oscuro;<ed><a0><be><ed><b4><b8><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><b8><f0><9f><8f><be><e2><80><8d><e2><99><82><ef><b8><8f>;cartwheel gymnastics man medium-dark_skin_tone medium-dark skin tone;U+1F938 U+1F3FE U+200D U+2642 U+FE0F;🤸 🏾 ‍ ♂ ️
924;man cartwheeling: dark skin tone;Hombre cartwheeling: tono de piel oscuro;<ed><a0><be><ed><b4><b8><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><b8><f0><9f><8f><bf><e2><80><8d><e2><99><82><ef><b8><8f>;cartwheel dark skin tone gymnastics man;U+1F938 U+1F3FF U+200D U+2642 U+FE0F;🤸 🏿 ‍ ♂ ️
925;woman cartwheeling;Mujer carritos;<ed><a0><be><ed><b4><b8><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><a4><b8><e2><80><8d><e2><99><80><ef><b8><8f>;cartwheel gymnastics woman;U+1F938 U+200D U+2640 U+FE0F;🤸 ‍ ♀ ️
926;woman cartwheeling: light skin tone;Mujer cartwheeling: tono de piel clara;<ed><a0><be><ed><b4><b8><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><a4><b8><f0><9f><8f><bb><e2><80><8d><e2><99><80><ef><b8><8f>;cartwheel gymnastics light skin tone woman;U+1F938 U+1F3FB U+200D U+2640 U+FE0F;🤸 🏻 ‍ ♀ ️
927;woman cartwheeling: medium-light skin tone;Mujer cartwheeling: tono de piel de tono medio;<ed><a0><be><ed><b4><b8><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><a4><b8><f0><9f><8f><bc><e2><80><8d><e2><99><80><ef><b8><8f>;cartwheel gymnastics medium-light_skin_tone medium-light skin tone woman;U+1F938 U+1F3FC U+200D U+2640 U+FE0F;🤸 🏼 ‍ ♀ ️
928;woman cartwheeling: medium skin tone;Mujer cartwheeling: tono de piel mediano;<ed><a0><be><ed><b4><b8><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><a4><b8><f0><9f><8f><bd><e2><80><8d><e2><99><80><ef><b8><8f>;cartwheel gymnastics medium skin tone woman;U+1F938 U+1F3FD U+200D U+2640 U+FE0F;🤸 🏽 ‍ ♀ ️
929;woman cartwheeling: medium-dark skin tone;Mujer cartwheeling: tono de piel medio-oscuro;<ed><a0><be><ed><b4><b8><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><a4><b8><f0><9f><8f><be><e2><80><8d><e2><99><80><ef><b8><8f>;cartwheel gymnastics medium-dark_skin_tone medium-dark skin tone woman;U+1F938 U+1F3FE U+200D U+2640 U+FE0F;🤸 🏾 ‍ ♀ ️
93;weary cat face;Cara cansada del gato;<ed><a0><bd><ed><b9><80>;<f0><9f><99><80>;cat face oh surprised weary;U+1F640;🙀
930;woman cartwheeling: dark skin tone;Mujer cartwheeling: tono de piel oscuro;<ed><a0><be><ed><b4><b8><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><a4><b8><f0><9f><8f><bf><e2><80><8d><e2><99><80><ef><b8><8f>;cartwheel dark skin tone gymnastics woman;U+1F938 U+1F3FF U+200D U+2640 U+FE0F;🤸 🏿 ‍ ♀ ️
931;people wrestling;Personas que luchan;<ed><a0><be><ed><b4><bc>;<f0><9f><a4><bc>;wrestle wrestler;U+1F93C;🤼
932;men wrestling;Hombres luchando;<ed><a0><be><ed><b4><bc><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><bc><e2><80><8d><e2><99><82><ef><b8><8f>;men wrestle;U+1F93C U+200D U+2642 U+FE0F;🤼 ‍ ♂ ️
933;women wrestling;Mujeres luchando;<ed><a0><be><ed><b4><bc><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><a4><bc><e2><80><8d><e2><99><80><ef><b8><8f>;women wrestle;U+1F93C U+200D U+2640 U+FE0F;🤼 ‍ ♀ ️
934;person playing water polo;Persona, juego, agua, polo;<ed><a0><be><ed><b4><bd>;<f0><9f><a4><bd>;polo water;U+1F93D;🤽
935;person playing water polo: light skin tone;Persona que juega el polo de agua: tono de piel ligero;<ed><a0><be><ed><b4><bd><ed><a0><bc><ed><bf><bb>;<f0><9f><a4><bd><f0><9f><8f><bb>;light skin tone polo water;U+1F93D U+1F3FB;🤽 🏻
936;person playing water polo: medium-light skin tone;Persona que juega el polo de agua: tono de piel medio-ligero;<ed><a0><be><ed><b4><bd><ed><a0><bc><ed><bf><bc>;<f0><9f><a4><bd><f0><9f><8f><bc>;medium-light_skin_tone medium-light skin tone polo water;U+1F93D U+1F3FC;🤽 🏼
937;person playing water polo: medium skin tone;Persona que juega el polo de agua: tono de piel medio;<ed><a0><be><ed><b4><bd><ed><a0><bc><ed><bf><bd>;<f0><9f><a4><bd><f0><9f><8f><bd>;medium skin tone polo water;U+1F93D U+1F3FD;🤽 🏽
938;person playing water polo: medium-dark skin tone;Persona que juega el polo de agua: tono medio-oscuro de la piel;<ed><a0><be><ed><b4><bd><ed><a0><bc><ed><bf><be>;<f0><9f><a4><bd><f0><9f><8f><be>;medium-dark_skin_tone medium-dark skin tone polo water;U+1F93D U+1F3FE;🤽 🏾
939;person playing water polo: dark skin tone;Persona que juega el polo de agua: tono de piel oscuro;<ed><a0><be><ed><b4><bd><ed><a0><bc><ed><bf><bf>;<f0><9f><a4><bd><f0><9f><8f><bf>;dark skin tone polo water;U+1F93D U+1F3FF;🤽 🏿
94;crying cat face;Cara de gato llorando;<ed><a0><bd><ed><b8><bf>;<f0><9f><98><bf>;cat cry face sad tear;U+1F63F;😿
940;man playing water polo;Hombre jugando water polo;<ed><a0><be><ed><b4><bd><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><bd><e2><80><8d><e2><99><82><ef><b8><8f>;man water polo;U+1F93D U+200D U+2642 U+FE0F;🤽 ‍ ♂ ️
941;man playing water polo: light skin tone;Hombre jugando water polo: tono de piel clara;<ed><a0><be><ed><b4><bd><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><bd><f0><9f><8f><bb><e2><80><8d><e2><99><82><ef><b8><8f>;light skin tone man water polo;U+1F93D U+1F3FB U+200D U+2642 U+FE0F;🤽 🏻 ‍ ♂ ️
942;man playing water polo: medium-light skin tone;Hombre que juega el polo de agua: tono de piel de mediano-luz;<ed><a0><be><ed><b4><bd><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><bd><f0><9f><8f><bc><e2><80><8d><e2><99><82><ef><b8><8f>;man medium-light_skin_tone medium-light skin tone water polo;U+1F93D U+1F3FC U+200D U+2642 U+FE0F;🤽 🏼 ‍ ♂ ️
943;man playing water polo: medium skin tone;Hombre jugando water polo: tono de piel medio;<ed><a0><be><ed><b4><bd><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><bd><f0><9f><8f><bd><e2><80><8d><e2><99><82><ef><b8><8f>;man medium skin tone water polo;U+1F93D U+1F3FD U+200D U+2642 U+FE0F;🤽 🏽 ‍ ♂ ️
944;man playing water polo: medium-dark skin tone;Hombre jugando water polo: tono de piel medio-oscuro;<ed><a0><be><ed><b4><bd><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><bd><f0><9f><8f><be><e2><80><8d><e2><99><82><ef><b8><8f>;man medium-dark_skin_tone medium-dark skin tone water polo;U+1F93D U+1F3FE U+200D U+2642 U+FE0F;🤽 🏾 ‍ ♂ ️
945;man playing water polo: dark skin tone;Hombre jugando water polo: tono de piel oscura;<ed><a0><be><ed><b4><bd><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><bd><f0><9f><8f><bf><e2><80><8d><e2><99><82><ef><b8><8f>;dark skin tone man water polo;U+1F93D U+1F3FF U+200D U+2642 U+FE0F;🤽 🏿 ‍ ♂ ️
946;woman playing water polo;Mujer jugando water polo;<ed><a0><be><ed><b4><bd><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><a4><bd><e2><80><8d><e2><99><80><ef><b8><8f>;water polo woman;U+1F93D U+200D U+2640 U+FE0F;🤽 ‍ ♀ ️
947;woman playing water polo: light skin tone;Mujer que juega el water polo: tono de piel ligero;<ed><a0><be><ed><b4><bd><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><a4><bd><f0><9f><8f><bb><e2><80><8d><e2><99><80><ef><b8><8f>;light skin tone water polo woman;U+1F93D U+1F3FB U+200D U+2640 U+FE0F;🤽 🏻 ‍ ♀ ️
948;woman playing water polo: medium-light skin tone;Mujer que juega water-polo: tono de piel de tono medio;<ed><a0><be><ed><b4><bd><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><a4><bd><f0><9f><8f><bc><e2><80><8d><e2><99><80><ef><b8><8f>;medium-light_skin_tone medium-light skin tone water polo woman;U+1F93D U+1F3FC U+200D U+2640 U+FE0F;🤽 🏼 ‍ ♀ ️
949;woman playing water polo: medium skin tone;Mujer jugando water polo: tono de piel medio;<ed><a0><be><ed><b4><bd><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><a4><bd><f0><9f><8f><bd><e2><80><8d><e2><99><80><ef><b8><8f>;medium skin tone water polo woman;U+1F93D U+1F3FD U+200D U+2640 U+FE0F;🤽 🏽 ‍ ♀ ️
95;pouting cat face;Cara de gato mocosa;<ed><a0><bd><ed><b8><be>;<f0><9f><98><be>;cat face pouting;U+1F63E;😾
950;woman playing water polo: medium-dark skin tone;Mujer jugando water-polo: tono de piel medio-oscuro;<ed><a0><be><ed><b4><bd><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><a4><bd><f0><9f><8f><be><e2><80><8d><e2><99><80><ef><b8><8f>;medium-dark_skin_tone medium-dark skin tone water polo woman;U+1F93D U+1F3FE U+200D U+2640 U+FE0F;🤽 🏾 ‍ ♀ ️
951;woman playing water polo: dark skin tone;Mujer jugando water polo: tono de piel oscura;<ed><a0><be><ed><b4><bd><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><a4><bd><f0><9f><8f><bf><e2><80><8d><e2><99><80><ef><b8><8f>;dark skin tone water polo woman;U+1F93D U+1F3FF U+200D U+2640 U+FE0F;🤽 🏿 ‍ ♀ ️
952;person playing handball;Persona jugando balonmano;<ed><a0><be><ed><b4><be>;<f0><9f><a4><be>;ball handball;U+1F93E;🤾
953;person playing handball: light skin tone;Persona que juega al balonmano: tono de piel claro;<ed><a0><be><ed><b4><be><ed><a0><bc><ed><bf><bb>;<f0><9f><a4><be><f0><9f><8f><bb>;ball handball light skin tone;U+1F93E U+1F3FB;🤾 🏻
954;person playing handball: medium-light skin tone;Persona que juega al balonmano: tono de piel de tono medio;<ed><a0><be><ed><b4><be><ed><a0><bc><ed><bf><bc>;<f0><9f><a4><be><f0><9f><8f><bc>;ball handball medium-light_skin_tone medium-light skin tone;U+1F93E U+1F3FC;🤾 🏼
955;person playing handball: medium skin tone;Persona que juega al balonmano: tono de piel medio;<ed><a0><be><ed><b4><be><ed><a0><bc><ed><bf><bd>;<f0><9f><a4><be><f0><9f><8f><bd>;ball handball medium skin tone;U+1F93E U+1F3FD;🤾 🏽
956;person playing handball: medium-dark skin tone;Persona jugando balonmano: tono de piel medio-oscuro;<ed><a0><be><ed><b4><be><ed><a0><bc><ed><bf><be>;<f0><9f><a4><be><f0><9f><8f><be>;ball handball medium-dark_skin_tone medium-dark skin tone;U+1F93E U+1F3FE;🤾 🏾
957;person playing handball: dark skin tone;Persona jugando balonmano: tono de piel oscuro;<ed><a0><be><ed><b4><be><ed><a0><bc><ed><bf><bf>;<f0><9f><a4><be><f0><9f><8f><bf>;ball dark skin tone handball;U+1F93E U+1F3FF;🤾 🏿
958;man playing handball;Hombre jugando al balonmano;<ed><a0><be><ed><b4><be><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><be><e2><80><8d><e2><99><82><ef><b8><8f>;handball man;U+1F93E U+200D U+2642 U+FE0F;🤾 ‍ ♂ ️
959;man playing handball: light skin tone;Hombre jugando balonmano: tono de piel clara;<ed><a0><be><ed><b4><be><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><be><f0><9f><8f><bb><e2><80><8d><e2><99><82><ef><b8><8f>;handball light skin tone man;U+1F93E U+1F3FB U+200D U+2642 U+FE0F;🤾 🏻 ‍ ♂ ️
96;see-no-evil monkey;Vea a ningún mono malvado;<ed><a0><bd><ed><b9><88>;<f0><9f><99><88>;evil face forbidden gesture monkey no not prohibited see;U+1F648;🙈
960;man playing handball: medium-light skin tone;Hombre jugando balonmano: tono de piel de tono medio;<ed><a0><be><ed><b4><be><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><be><f0><9f><8f><bc><e2><80><8d><e2><99><82><ef><b8><8f>;handball man medium-light_skin_tone medium-light skin tone;U+1F93E U+1F3FC U+200D U+2642 U+FE0F;🤾 🏼 ‍ ♂ ️
961;man playing handball: medium skin tone;Hombre jugando balonmano: tono de piel medio;<ed><a0><be><ed><b4><be><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><be><f0><9f><8f><bd><e2><80><8d><e2><99><82><ef><b8><8f>;handball man medium skin tone;U+1F93E U+1F3FD U+200D U+2642 U+FE0F;🤾 🏽 ‍ ♂ ️
962;man playing handball: medium-dark skin tone;Hombre jugando balonmano: tono de piel medio-oscuro;<ed><a0><be><ed><b4><be><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><be><f0><9f><8f><be><e2><80><8d><e2><99><82><ef><b8><8f>;handball man medium-dark_skin_tone medium-dark skin tone;U+1F93E U+1F3FE U+200D U+2642 U+FE0F;🤾 🏾 ‍ ♂ ️
963;man playing handball: dark skin tone;Hombre jugando balonmano: tono de piel oscura;<ed><a0><be><ed><b4><be><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><be><f0><9f><8f><bf><e2><80><8d><e2><99><82><ef><b8><8f>;dark skin tone handball man;U+1F93E U+1F3FF U+200D U+2642 U+FE0F;🤾 🏿 ‍ ♂ ️
964;woman playing handball;Mujer jugando al balonmano;<ed><a0><be><ed><b4><be><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><a4><be><e2><80><8d><e2><99><80><ef><b8><8f>;handball woman;U+1F93E U+200D U+2640 U+FE0F;🤾 ‍ ♀ ️
965;woman playing handball: light skin tone;Mujer jugando balonmano: tono de piel clara;<ed><a0><be><ed><b4><be><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><a4><be><f0><9f><8f><bb><e2><80><8d><e2><99><80><ef><b8><8f>;handball light skin tone woman;U+1F93E U+1F3FB U+200D U+2640 U+FE0F;🤾 🏻 ‍ ♀ ️
966;woman playing handball: medium-light skin tone;Mujer jugando balonmano: tono de piel de tono medio;<ed><a0><be><ed><b4><be><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><a4><be><f0><9f><8f><bc><e2><80><8d><e2><99><80><ef><b8><8f>;handball medium-light_skin_tone medium-light skin tone woman;U+1F93E U+1F3FC U+200D U+2640 U+FE0F;🤾 🏼 ‍ ♀ ️
967;woman playing handball: medium skin tone;Mujer jugando balonmano: tono de piel medio;<ed><a0><be><ed><b4><be><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><a4><be><f0><9f><8f><bd><e2><80><8d><e2><99><80><ef><b8><8f>;handball medium skin tone woman;U+1F93E U+1F3FD U+200D U+2640 U+FE0F;🤾 🏽 ‍ ♀ ️
968;woman playing handball: medium-dark skin tone;Mujer jugando balonmano: tono de piel medio-oscuro;<ed><a0><be><ed><b4><be><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><a4><be><f0><9f><8f><be><e2><80><8d><e2><99><80><ef><b8><8f>;handball medium-dark_skin_tone medium-dark skin tone woman;U+1F93E U+1F3FE U+200D U+2640 U+FE0F;🤾 🏾 ‍ ♀ ️
969;woman playing handball: dark skin tone;Mujer jugando balonmano: tono de piel oscura;<ed><a0><be><ed><b4><be><ed><a0><bc><ed><bf><bf><e2><80><8d><e2><99><80><ef><b8><8f>;<f0><9f><a4><be><f0><9f><8f><bf><e2><80><8d><e2><99><80><ef><b8><8f>;dark skin tone handball woman;U+1F93E U+1F3FF U+200D U+2640 U+FE0F;🤾 🏿 ‍ ♀ ️
97;hear-no-evil monkey;Oiga el mono malo;<ed><a0><bd><ed><b9><89>;<f0><9f><99><89>;evil face forbidden gesture hear monkey no not prohibited;U+1F649;🙉
970;person juggling;Malabarismo;<ed><a0><be><ed><b4><b9>;<f0><9f><a4><b9>;balance juggle multitask skill;U+1F939;🤹
971;person juggling: light skin tone;Malabarismo de persona: tono de piel claro;<ed><a0><be><ed><b4><b9><ed><a0><bc><ed><bf><bb>;<f0><9f><a4><b9><f0><9f><8f><bb>;balance juggle light skin tone multitask skill;U+1F939 U+1F3FB;🤹 🏻
972;person juggling: medium-light skin tone;Malabarismo de persona: tono de piel de luz media;<ed><a0><be><ed><b4><b9><ed><a0><bc><ed><bf><bc>;<f0><9f><a4><b9><f0><9f><8f><bc>;balance juggle medium-light_skin_tone medium-light skin tone multitask skill;U+1F939 U+1F3FC;🤹 🏼
973;person juggling: medium skin tone;Malabarismo de persona: tono de piel medio;<ed><a0><be><ed><b4><b9><ed><a0><bc><ed><bf><bd>;<f0><9f><a4><b9><f0><9f><8f><bd>;balance juggle medium skin tone multitask skill;U+1F939 U+1F3FD;🤹 🏽
974;person juggling: medium-dark skin tone;Malabarismo de persona: tono de piel medio-oscuro;<ed><a0><be><ed><b4><b9><ed><a0><bc><ed><bf><be>;<f0><9f><a4><b9><f0><9f><8f><be>;balance juggle medium-dark_skin_tone medium-dark skin tone multitask skill;U+1F939 U+1F3FE;🤹 🏾
975;person juggling: dark skin tone;Malabarismo de persona: tono de piel oscuro;<ed><a0><be><ed><b4><b9><ed><a0><bc><ed><bf><bf>;<f0><9f><a4><b9><f0><9f><8f><bf>;balance dark skin tone juggle multitask skill;U+1F939 U+1F3FF;🤹 🏿
976;man juggling;Malabarismo;<ed><a0><be><ed><b4><b9><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><b9><e2><80><8d><e2><99><82><ef><b8><8f>;juggling man multitask;U+1F939 U+200D U+2642 U+FE0F;🤹 ‍ ♂ ️
977;man juggling: light skin tone;Hombre malabarismo: tono de piel clara;<ed><a0><be><ed><b4><b9><ed><a0><bc><ed><bf><bb><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><b9><f0><9f><8f><bb><e2><80><8d><e2><99><82><ef><b8><8f>;juggling light skin tone man multitask;U+1F939 U+1F3FB U+200D U+2642 U+FE0F;🤹 🏻 ‍ ♂ ️
978;man juggling: medium-light skin tone;Hombre malabarismo: tono de piel de tono medio;<ed><a0><be><ed><b4><b9><ed><a0><bc><ed><bf><bc><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><b9><f0><9f><8f><bc><e2><80><8d><e2><99><82><ef><b8><8f>;juggling man medium-light_skin_tone medium-light skin tone multitask;U+1F939 U+1F3FC U+200D U+2642 U+FE0F;🤹 🏼 ‍ ♂ ️
979;man juggling: medium skin tone;Hombre malabarismo: tono de piel medio;<ed><a0><be><ed><b4><b9><ed><a0><bc><ed><bf><bd><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><b9><f0><9f><8f><bd><e2><80><8d><e2><99><82><ef><b8><8f>;juggling man medium skin tone multitask;U+1F939 U+1F3FD U+200D U+2642 U+FE0F;🤹 🏽 ‍ ♂ ️
98;speak-no-evil monkey;Hablar mal mono;<ed><a0><bd><ed><b9><8a>;<f0><9f><99><8a>;evil face forbidden gesture monkey no not prohibited speak;U+1F64A;🙊
980;man juggling: medium-dark skin tone;Hombre malabarismo: tono de piel medio-oscuro;<ed><a0><be><ed><b4><b9><ed><a0><bc><ed><bf><be><e2><80><8d><e2><99><82><ef><b8><8f>;<f0><9f><a4><b9><f0><9f><8f><be><e2><80><8d><e2><99><82><ef><b8><8f>;juggling man medium-dark_skin_tone medium-dark skin tone multitask;U+1F939 U+1F3FE U+200D U+2642 U+FE0F;🤹 🏾 ‍ ♂ ️
